task,memory_gb,thread,time,cpu_time
bam2bed,0.622555,4,00:00:22,00:01:28
busco,0.625175,4,00:00:20,00:01:20
canu,7.782211,1,02:42:06,02:42:06
checkm,1.291218,4,00:01:20,00:05:20
checkm_marker,0.42799,1,00:00:11,00:00:11
fastp,3.69511,4,00:00:24,00:01:36
minimap2,4.993652,4,00:02:11,00:08:44
multiqc,0.35696,1,00:00:19,00:00:19
prokka,1.021061,4,00:01:38,00:06:32
quast,3.999428,4,00:05:59,00:23:56
seqkit_sort,0.121613,4,00:00:03,00:00:12
sequana_coverage,1.491959,1,00:01:26,00:01:26
