task,memory_gb,thread,time,cpu_time
bandage,0.382435,1,00:00:10,00:00:10
blast,31.999691,4,02:29:12,09:56:48
fastp,10.256966,4,00:02:57,00:11:48
multiqc,0.288124,1,00:00:07,00:00:07
multiqc,0.314957,1,00:00:08,00:00:08
quast,7.999634,4,01:14:31,04:58:04
ragtag_scaffold,0.490887,1,00:00:12,00:00:12
seqkit_head,0.222359,1,00:00:05,00:00:05
seqkit_sort,0.351326,4,00:00:23,00:01:32
unicycler,63.999718,8,03:16:24,1-02:11:12
