task,memory_gb,thread,time,cpu_time
blast,11.999493,4,02:47:51,11:11:24
fastp,15.997532,4,00:03:05,00:12:20
multiqc,0.287807,1,00:00:11,00:00:11
pecat_assemble,17.942863,4,02:01:05,08:04:20
pecat_config,0.114201,4,00:00:07,00:00:28
pecat_correct,31.999176,4,14:35:25,2-10:21:40
pecat_unzip,16.150486,4,01:57:51,07:51:24
quast,3.999485,4,00:10:02,00:40:08
ragtag_scaffold,0.537579,1,00:00:16,00:00:16
seqkit_head,0.214752,1,00:00:03,00:00:03
seqkit_sort,0.31076,4,00:00:07,00:00:28
