task,memory_gb,thread,time,cpu_time
bandage,0.561535,1,00:00:25,00:00:25
fastp,13.168762,4,00:02:57,00:11:48
flye,27.569824,4,08:59:10,1-11:56:40
multiqc,0.404591,1,00:00:11,00:00:11
quast,3.999393,4,00:14:10,00:56:40
ragtag_scaffold,0.453957,1,00:00:24,00:00:24
seqkit_head,0.194962,1,00:00:04,00:00:04
seqkit_sort,0.318546,4,00:00:18,00:01:12
